term syriaca-headword.en	***Categories	***Source	***currently in use	New URI	idno URI	idno URI	idno URI	gloss.en	gloss.en	gloss.en	gloss.en	gloss.en	gloss.en	term syriaca-headword.de	term syriaca-headword.fr	term syriaca-headword.grc	gloss.grc	term syriaca-headword.la	gloss.la	term syriaca-headword.ru	term syriaca-headword.swe	gloss.swe	term syriaca-headword.syr	gloss.syr	term syriaca-headword.tru	gloss.tru	note abstract	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	***[revisit]	***[NOTES]		
Cosmology		CBSC	cosmology	cosmology	http://id.loc.gov/authorities/subjects/sh85033169																																		http://syriaca.org/keyword/fields-of-study																																	
Council of 420		CBSC	Council of 420	council-of-420																											http://syriaca.org/keyword/christianity							http://syriaca.org/keyword/events																			http://syriaca.org/keyword/places															
Council of 424		CBSC	Council of 424	council-of-424																											http://syriaca.org/keyword/christianity							http://syriaca.org/keyword/events																			http://syriaca.org/keyword/places															
Council of Antioch (340-341)		CBSC	council of Antioch (340-341)	council-of-antioch-340-341																											http://syriaca.org/keyword/christianity							http://syriaca.org/keyword/events																			http://syriaca.org/keyword/places															
Council of Chalcedon (451)		CBSC	Chalcedon	council-of-chalcedon-451	http://id.loc.gov/authorities/names/n79100865																										http://syriaca.org/keyword/christianity							http://syriaca.org/keyword/events																			http://syriaca.org/keyword/places															
Council of Constantinople I (381)		CBSC	Council of Constantinople I (381)	council-of-constantinople-i-381	http://id.loc.gov/authorities/names/n82249995																										http://syriaca.org/keyword/christianity							http://syriaca.org/keyword/events																			http://syriaca.org/keyword/places															
Council of Constantinople II (553)		CBSC	Council of Constantinople II (553)	council-of-constantinople-ii-553	http://id.loc.gov/authorities/names/n84091972																										http://syriaca.org/keyword/christianity							http://syriaca.org/keyword/events																			http://syriaca.org/keyword/places															
Council of Ephesus I (431)		CBSC	council of Ephesus I (431)	council-of-ephesus-i-431	http://id.loc.gov/authorities/names/n81059846																										http://syriaca.org/keyword/christianity							http://syriaca.org/keyword/events																			http://syriaca.org/keyword/places															
Council of Ephesus II (449)		CBSC	council of Ephesus II (449)	council-of-ephesus-ii-449	http://id.loc.gov/authorities/names/n83222533			Robber Synod																							http://syriaca.org/keyword/christianity							http://syriaca.org/keyword/events																			http://syriaca.org/keyword/places															
Council of Gangra		CBSC	Council of Gangra	council-of-gangra																											http://syriaca.org/keyword/christianity							http://syriaca.org/keyword/events																			http://syriaca.org/keyword/places															
Council of Ishoyahb I (585-586)		CBSC	Council of Ishoyahb I (585-586)	council-of-ishoyahb-i-585-586																											http://syriaca.org/keyword/christianity							http://syriaca.org/keyword/events																			http://syriaca.org/keyword/places															
Council of Mar Isaac (410)		CBSC	Council of Mar Isaac (410)	council-of-mar-isaac-410																											http://syriaca.org/keyword/christianity							http://syriaca.org/keyword/events																			http://syriaca.org/keyword/places															
Council of Nicaea (325)		CBSC	Nicaea	council-of-nicaea-325	http://id.loc.gov/authorities/names/n82074285																										http://syriaca.org/keyword/christianity							http://syriaca.org/keyword/events																			http://syriaca.org/keyword/places															
Council of Seleucia-Ctesiphon		CBSC	council of Seleucia-Ctesiphon	council-of-seleucia-ctesiphon																											http://syriaca.org/keyword/christianity							http://syriaca.org/keyword/events																			http://syriaca.org/keyword/places															
Councils		CBSC	councils	councils	http://id.loc.gov/authorities/subjects/sh85033409			synods	clergy conferences	episcopal conferences	church conferences																	http://syriaca.org/keyword/administration			http://syriaca.org/keyword/christianity							http://syriaca.org/keyword/events																			http://syriaca.org/keyword/places															
Countryside		CBSC	countryside, chora, rural	countryside				rural	country																																																http://syriaca.org/keyword/places															
Covenants		CBSC	covenant	covenants	http://id.loc.gov/authorities/subjects/sh85033614																																																						http://syriaca.org/keyword/religion				http://syriaca.org/keyword/speech-acts									
Creation		CBSC	creation	creation	http://id.loc.gov/authorities/subjects/sh85033823																																	http://syriaca.org/keyword/events																																		
Creeds		CBSC	creed	creeds	http://id.loc.gov/authorities/subjects/sh85033885			creed	confessions of faith	confession of faith																					http://syriaca.org/keyword/christianity																			http://syriaca.org/keyword/literature	http://syriaca.org/keyword/liturgy								http://syriaca.org/keyword/religion													
Criers		new		criers				public speakers										praecones																																					http://syriaca.org/keyword/occupations																	
Cross		CBSC	cross	cross	http://id.loc.gov/authorities/subjects/sh85061565																										http://syriaca.org/keyword/christianity																							http://syriaca.org/keyword/objects																		
Crusaders		CBSC	Crusaders	crusaders	http://id.loc.gov/authorities/names/no2001028089																																						http://syriaca.org/keyword/institutions												http://syriaca.org/keyword/occupations				http://syriaca.org/keyword/religion													
Crusades		new		crusades	http://id.loc.gov/authorities/subjects/sh85034380																																																																			
Cult of saints		SPEAR	cult of saints	cult-of-saints	http://id.loc.gov/authorities/subjects/sh85116633			invocation of saints	veneration of saints	worship of saints																					http://syriaca.org/keyword/christianity																												http://syriaca.org/keyword/religion	http://syriaca.org/keyword/ritual												
Culture	category	category		culture	http://id.loc.gov/authorities/subjects/sh85034755																																																																			
Curator		SPEAR		curator				adminstrative official	courator							κουράτωρ		curator									Used for officials in government administration who oversaw financial matters.	http://syriaca.org/keyword/administration						http://syriaca.org/keyword/economics																																						
Curtains		CBSC	curtain	curtains																																															http://syriaca.org/keyword/liturgy			http://syriaca.org/keyword/objects																		
Deacons		CBSC	deacons	deacons	http://id.loc.gov/authorities/subjects/sh85036022			diaconate																				http://syriaca.org/keyword/administration			http://syriaca.org/keyword/christianity																								http://syriaca.org/keyword/occupations	http://syriaca.org/keyword/persons																
Death		CBSC	death	death	http://id.loc.gov/authorities/subjects/sh85036085			dying																														http://syriaca.org/keyword/events																																		
Decrees		SPEAR	decree	decrees	http://id.loc.gov/authorities/subjects/sh85036560			regulations	imperial regulations	quasi-legislation	ad hoc pronouncements																	http://syriaca.org/keyword/administration																																												
